LSL_Timestamp,1
101800.75359649894,ping
101800.96697589877,ping
101801.39393649844,ping
101801.60664289827,ping
101801.82004389811,ping
101802.03398979796,ping
101802.46138249761,ping
101802.68037879745,ping
101802.89322449728,ping
101803.10647489713,ping
101803.53371069679,ping
101803.74775019662,ping
101803.96188379647,ping
101804.1749730963,ping
101804.60228689597,ping
101804.8168797958,ping
101805.03169019564,ping
101805.24760519547,ping
101805.67500109514,ping
101805.88796759499,ping
101806.10248589482,ping
101806.31806069466,ping
101806.74529019432,ping
101806.95993229415,ping
101807.173752494,ping
101807.38807669382,ping
101807.8172967935,ping
101808.03220619333,ping
101808.24605209316,ping
101808.459351193,ping
101808.88832169266,ping
101809.10240839251,ping
101809.1024568925,trial started
101809.32671159234,ping
101809.54087499218,ping
101809.755140192,|python got marker: p300,s,9,8,0|
101809.768892792,|python got marker: p300,s,9,8,4|
101809.98901859182,ping
101809.98907099183,|python got marker: p300,s,9,8,7|
101810.20798469165,ping
101810.20803679165,|python got marker: p300,s,9,8,2|
101810.42713199148,ping
101810.42717789148,|python got marker: p300,s,9,8,1|
101810.64718699132,ping
101810.64723989132,|python got marker: p300,s,9,8,5|
101810.86711849114,|python got marker: p300,s,9,8,6|
101810.87226119114,|python got marker: p300,s,9,8,3|
101811.09173429098,ping
101811.30620209081,ping
101811.3062522908,|python got marker: p300,s,9,8,8|
101811.3106478908,|python got marker: p300,s,9,8,4|
101811.53151129062,ping
101811.53155699064,|python got marker: p300,s,9,8,6|
101811.75241389047,ping
101811.75246049048,|python got marker: p300,s,9,8,5|
101811.9741474903,|python got marker: p300,s,9,8,3|
101812.19588259012,ping
101812.19593429012,|python got marker: p300,s,9,8,2|
101812.41606068995,ping
101812.41611028995,|python got marker: p300,s,9,8,7|
101812.63547368979,ping
101812.63552228978,|python got marker: p300,s,9,8,8|
101812.64062968979,|python got marker: p300,s,9,8,0|
101812.86143048962,ping
101812.86147778961,|python got marker: p300,s,9,8,1|
101813.08230768944,|python got marker: p300,s,9,8,0|
101813.30350998926,ping
101813.30356498927,|python got marker: p300,s,9,8,4|
101813.5237090891,ping
101813.5237552891,|python got marker: p300,s,9,8,6|
101813.74444928893,ping
101813.74449558892,|python got marker: p300,s,9,8,7|
101813.74960998892,|python got marker: p300,s,9,8,5|
101813.97017858876,ping
101813.97022528875,|python got marker: p300,s,9,8,3|
101814.1910555886,|python got marker: p300,s,9,8,2|
101814.41154248842,ping
101814.41158778842,|python got marker: p300,s,9,8,8|
101814.63139498825,ping
101814.63144888825,|python got marker: p300,s,9,8,1|
101814.85261358807,ping
101814.85267598808,|python got marker: p300,s,9,8,4|
101815.07414478791,ping
101815.07419038791,|python got marker: p300,s,9,8,5|
101815.29445548773,|python got marker: p300,s,9,8,7|
101815.51494248756,ping
101815.51499078756,|python got marker: p300,s,9,8,0|
101815.51921848756,|python got marker: p300,s,9,8,1|
101815.74096388738,ping
101815.74101578738,|python got marker: p300,s,9,8,3|
101815.96181088722,ping
101815.96185588723,|python got marker: p300,s,9,8,8|
101816.18313418706,ping
101816.18318248705,|python got marker: p300,s,9,8,6|
101816.40417808687,|python got marker: p300,s,9,8,2|
101816.62426358672,ping
101816.62432288672,|python got marker: p300,s,9,8,5|
101816.84703328654,ping
101816.84708408655,|python got marker: p300,s,9,8,1|
101817.06854218637,ping
101817.06859188637,|python got marker: p300,s,9,8,0|
101817.07460018637,|python got marker: p300,s,9,8,2|
101817.2958478862,ping
101817.2959088862,|python got marker: p300,s,9,8,7|
101817.51841618602,|python got marker: p300,s,9,8,3|
101817.74101518586,ping
101817.74106178585,|python got marker: p300,s,9,8,8|
101817.96112328568,ping
101817.96118178568,|python got marker: p300,s,9,8,6|
101818.18167158551,ping
101818.18172728551,|python got marker: p300,s,9,8,4|
101818.18626558551,|python got marker: p300,s,9,8,2|
101818.40749428533,ping
101818.40754488534,|python got marker: p300,s,9,8,0|
101818.62960348517,|python got marker: p300,s,9,8,1|
101818.849754785,ping
101818.849810085,|python got marker: p300,s,9,8,6|
101819.07131878483,ping
101819.07136808483,|python got marker: p300,s,9,8,7|
101819.29304278466,ping
101819.29308868466,|python got marker: p300,s,9,8,4|
101819.51436348449,ping
101819.5144179845,|python got marker: p300,s,9,8,3|
101819.52042848448,|python got marker: p300,s,9,8,5|
101819.74195238431,|python got marker: p300,s,9,8,8|
101819.96438638415,ping
101819.96443168414,|python got marker: p300,s,9,8,0|
101820.18529118397,ping
101820.18534028396,|python got marker: p300,s,9,8,3|
101820.4065271838,ping
101820.40659118381,|python got marker: p300,s,9,8,1|
101820.62879668364,ping
101820.62885138363,|python got marker: p300,s,9,8,4|
101820.85144938345,|python got marker: p300,s,9,8,7|
101821.07267988328,ping
101821.07272798328,|python got marker: p300,s,9,8,6|
101821.07746908328,|python got marker: p300,s,9,8,2|
101821.30093118311,ping
101821.3009834831,|python got marker: p300,s,9,8,5|
101821.52251878295,ping
101821.52256538295,|python got marker: p300,s,9,8,8|
101821.74438268278,ping
101821.74445218277,|python got marker: p300,s,9,8,4|
101821.9678258826,|python got marker: p300,s,9,8,0|
101822.19002408242,ping
101822.19007068242,|python got marker: p300,s,9,8,2|
